Start date/time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),wind_speed_100m (km/h),Price Germany/Luxembourg [Euro/MWh],Total (grid consumption) [MWh],Day of the Week
31/07/2023 04:00,15.6,86,0.7,0.7,0,53,37.5,28.91,"38,292.00",Monday
31/07/2023 05:00,15.5,88,0.7,0.7,0,53,38,50.31,"41,784.50",Monday
31/07/2023 06:00,15.9,85,0.3,0.3,0,51,35.1,78.18,"47,412.25",Monday
31/07/2023 07:00,16.5,82,0,0,0,3,34.2,86.58,"52,561.25",Monday
31/07/2023 08:00,17.4,78,0.1,0.1,0,51,37.7,88.16,"55,980.75",Monday
31/07/2023 09:00,17.8,77,0.4,0.4,0,51,37.6,86,"57,418.25",Monday
31/07/2023 10:00,18.2,75,0.3,0.3,0,51,36.9,74.16,"58,493.25",Monday
31/07/2023 11:00,18.3,75,0.4,0.4,0,51,39.8,67.49,"59,731.50",Monday
31/07/2023 12:00,19.4,69,0.1,0.1,0,51,45.3,65.18,"59,937.75",Monday
31/07/2023 13:00,20.1,67,0,0,0,2,46,59.65,"59,533.00",Monday
31/07/2023 14:00,20.5,65,0,0,0,3,47.7,59.14,"58,165.75",Monday
31/07/2023 15:00,20.4,65,0,0,0,3,47.2,59.94,"57,048.50",Monday
31/07/2023 16:00,20.5,66,0,0,0,3,40.8,67.66,"56,084.75",Monday
31/07/2023 17:00,20.4,67,0,0,0,3,35,75.97,"55,902.25",Monday
31/07/2023 18:00,20.1,69,0,0,0,3,29.1,89.68,"55,290.75",Monday
31/07/2023 19:00,19.6,71,0,0,0,3,30.1,98.21,"53,835.75",Monday
31/07/2023 20:00,18.9,74,0,0,0,3,32.8,99.97,"51,569.50",Monday
31/07/2023 21:00,18.2,79,0.2,0.2,0,51,32.6,99.25,"50,298.50",Monday
31/07/2023 22:00,17.6,82,0.3,0.3,0,51,33.9,95.26,"47,491.75",Monday
31/07/2023 23:00,17.1,85,0.7,0.7,0,53,35.1,87.63,"44,317.50",Monday
01/08/2023 00:00,16.9,89,0.7,0.7,0,53,38.2,68.01,"41,546.75",Tuesday
01/08/2023 01:00,16.5,89,0.7,0.7,0,53,39.7,58.86,"39,990.25",Tuesday
01/08/2023 02:00,16.5,90,0.3,0.3,0,51,36.7,57.86,"38,895.75",Tuesday
01/08/2023 03:00,16.3,90,0.7,0.7,0,53,36.3,56.94,"38,810.50",Tuesday
01/08/2023 04:00,16.3,89,1.2,1.2,0,55,36.8,57.9,"39,819.50",Tuesday
01/08/2023 05:00,16.2,90,1.3,1.3,0,61,31.6,63.4,"42,666.00",Tuesday
01/08/2023 06:00,16.3,92,1.5,1.5,0,61,34,91.8,"48,809.75",Tuesday
01/08/2023 07:00,16.5,91,4.5,4.5,0,63,36.6,94.44,"53,634.25",Tuesday
01/08/2023 08:00,16.7,90,1.2,1.2,0,55,34.8,99,"56,595.00",Tuesday
01/08/2023 09:00,17.6,86,0,0,0,3,27.2,92.19,"58,292.75",Tuesday
01/08/2023 10:00,18.4,77,0,0,0,3,28.9,92.72,"59,327.75",Tuesday
01/08/2023 11:00,19.5,64,0.1,0.1,0,51,30.3,87.27,"60,970.25",Tuesday
01/08/2023 12:00,20.4,57,0.1,0.1,0,51,32.1,79.22,"59,854.00",Tuesday
01/08/2023 13:00,19.5,60,0,0,0,2,35.5,69.92,"58,379.25",Tuesday
01/08/2023 14:00,20.5,60,0.1,0.1,0,51,31.7,60.12,"56,660.00",Tuesday
01/08/2023 15:00,21.3,48,0,0,0,3,37.3,57.27,"55,900.50",Tuesday
01/08/2023 16:00,21,45,0,0,0,3,38.4,56.96,"55,318.25",Tuesday
01/08/2023 17:00,19.5,56,0,0,0,1,31,68.5,"55,311.75",Tuesday
01/08/2023 18:00,19.5,56,0,0,0,2,28,81.74,"55,286.50",Tuesday
01/08/2023 19:00,18.5,62,0,0,0,1,26,96.05,"54,026.50",Tuesday
01/08/2023 20:00,17.4,65,0,0,0,2,28.2,108.83,"51,900.50",Tuesday
01/08/2023 21:00,16.2,72,0,0,0,2,31.4,111.94,"50,560.75",Tuesday
01/08/2023 22:00,15.6,77,0,0,0,3,29.5,102.55,"47,778.75",Tuesday
01/08/2023 23:00,15.2,80,0,0,0,3,29.2,92.78,"44,592.25",Tuesday
02/08/2023 00:00,14.9,82,0,0,0,2,28.9,89.38,"42,247.50",Wednesday
02/08/2023 01:00,14.8,83,0,0,0,2,26.1,77.54,"40,771.50",Wednesday
02/08/2023 02:00,14.9,83,0,0,0,3,28.4,69.62,"40,324.25",Wednesday
02/08/2023 03:00,14.9,84,0,0,0,2,25.8,67.07,"40,133.75",Wednesday
02/08/2023 04:00,15.2,82,0,0,0,1,26.5,70.23,"40,934.75",Wednesday
02/08/2023 05:00,15.1,83,0,0,0,3,26.8,87.16,"43,509.25",Wednesday
02/08/2023 06:00,15.2,84,0,0,0,3,27,103.61,"49,300.00",Wednesday
02/08/2023 07:00,16.6,78,0,0,0,3,20.8,111.96,"53,822.00",Wednesday
02/08/2023 08:00,17.2,76,0,0,0,3,30.2,98.37,"56,598.25",Wednesday
02/08/2023 09:00,17.5,74,0,0,0,3,27.3,89.38,"58,149.75",Wednesday
02/08/2023 10:00,17.6,75,0.2,0.2,0,51,22,79.07,"59,870.50",Wednesday
02/08/2023 11:00,18.3,72,0.1,0.1,0,51,30.1,64.5,"61,310.25",Wednesday
02/08/2023 12:00,18.5,72,0.2,0.2,0,51,28.1,52.02,"60,729.50",Wednesday
02/08/2023 13:00,17.4,83,1,1,0,55,24.9,33.08,"60,426.25",Wednesday
02/08/2023 14:00,18.2,81,0.7,0.7,0,53,34,24.88,"59,192.00",Wednesday
02/08/2023 15:00,18.1,84,0.7,0.7,0,53,35.2,21.24,"58,695.50",Wednesday
02/08/2023 16:00,19,84,0.3,0.3,0,51,37.5,29.15,"57,153.50",Wednesday
02/08/2023 17:00,20.6,79,0,0,0,3,32.1,52.56,"56,297.00",Wednesday
02/08/2023 18:00,20.5,80,0,0,0,3,30.6,69.26,"55,681.25",Wednesday
02/08/2023 19:00,20,80,0,0,0,3,38.9,83.92,"55,008.50",Wednesday
02/08/2023 20:00,19.8,79,0,0,0,2,37.3,81.87,"53,264.50",Wednesday
02/08/2023 21:00,17.7,86,0.1,0.1,0,51,38,78.77,"50,977.00",Wednesday
02/08/2023 22:00,17.1,86,0.1,0.1,0,51,33.3,65.7,"48,883.00",Wednesday
02/08/2023 23:00,15.6,89,0.1,0.1,0,51,36,38.57,"45,535.75",Wednesday
03/08/2023 00:00,16.3,86,0,0,0,2,30.6,19.97,"43,123.25",Thursday
03/08/2023 01:00,16.6,82,0,0,0,2,38.3,9.51,"41,339.25",Thursday
03/08/2023 02:00,16.5,79,0,0,0,1,44.8,3.44,"40,748.00",Thursday
03/08/2023 03:00,16.4,79,0,0,0,3,42.9,5.61,"41,211.50",Thursday
03/08/2023 04:00,16.7,77,0,0,0,3,46.6,7.2,"41,767.75",Thursday
03/08/2023 05:00,15.7,82,0.1,0.1,0,51,48.6,24.8,"44,832.00",Thursday
03/08/2023 06:00,15.9,82,0,0,0,3,47.4,47.38,"50,434.75",Thursday
03/08/2023 07:00,16.9,77,0,0,0,3,50.7,63,"54,795.00",Thursday
03/08/2023 08:00,17,79,0.1,0.1,0,51,44.4,70,"57,608.75",Thursday
03/08/2023 09:00,17.6,75,0.1,0.1,0,51,50.5,58.9,"58,202.25",Thursday
03/08/2023 10:00,18.4,71,0.3,0.3,0,51,53.4,45.45,"59,790.25",Thursday
03/08/2023 11:00,18.5,70,0.5,0.5,0,53,50.8,34.52,"60,986.75",Thursday
03/08/2023 12:00,19.6,65,0.1,0.1,0,51,50,27.01,"60,367.00",Thursday
03/08/2023 13:00,20,64,0.5,0.5,0,53,49.7,21.25,"58,670.50",Thursday
03/08/2023 14:00,20,63,0.1,0.1,0,51,54.1,17.43,"56,986.00",Thursday
03/08/2023 15:00,20.2,65,0,0,0,1,44.1,17.7,"55,542.75",Thursday
03/08/2023 16:00,20.2,65,0,0,0,1,48.9,21.94,"55,379.50",Thursday
03/08/2023 17:00,20,66,0,0,0,2,44.2,45.01,"56,135.50",Thursday
03/08/2023 18:00,19.1,69,0.3,0.3,0,51,40.9,79.78,"55,782.75",Thursday
03/08/2023 19:00,17.9,76,0.1,0.1,0,51,37.6,95.26,"55,173.00",Thursday
03/08/2023 20:00,17,80,0,0,0,3,36.7,96.6,"52,491.75",Thursday
03/08/2023 21:00,16.3,83,0,0,0,3,35.9,96.81,"50,635.50",Thursday
03/08/2023 22:00,16.3,84,0,0,0,3,33,94.38,"47,635.00",Thursday
03/08/2023 23:00,16.3,83,0,0,0,3,27.1,87,"44,142.25",Thursday
04/08/2023 00:00,15.2,88,0,0,0,3,23.7,90.14,"42,007.00",Friday
04/08/2023 01:00,15.2,90,0,0,0,3,25,83.85,"40,100.50",Friday
04/08/2023 02:00,14.8,92,0,0,0,3,21.8,80.92,"38,786.00",Friday
04/08/2023 03:00,14.5,94,0,0,0,3,19.1,79.25,"38,792.75",Friday
04/08/2023 04:00,14.4,94,0,0,0,3,16.7,82.77,"39,437.50",Friday
04/08/2023 05:00,14.5,93,0,0,0,2,15.7,88.18,"42,303.75",Friday
04/08/2023 06:00,14.8,91,0,0,0,3,13,108.68,"47,586.00",Friday
04/08/2023 07:00,15.7,84,0,0,0,2,12.1,123.76,"52,590.75",Friday
04/08/2023 08:00,16.8,77,0,0,0,3,11.7,120.67,"55,728.75",Friday
04/08/2023 09:00,17.9,72,0,0,0,3,10.1,105.07,"57,470.00",Friday
04/08/2023 10:00,18.7,69,0.1,0.1,0,51,10.1,95.16,"58,299.75",Friday
04/08/2023 11:00,19.6,63,0.1,0.1,0,51,11.8,90.68,"58,601.75",Friday
04/08/2023 12:00,19.1,64,0.3,0.3,0,51,13.6,86.92,"57,737.75",Friday
04/08/2023 13:00,19.4,62,0.1,0.1,0,51,17,80.81,"56,184.00",Friday
04/08/2023 14:00,20.4,57,0.1,0.1,0,51,11.9,77.84,"54,599.00",Friday
04/08/2023 15:00,20.4,56,0.1,0.1,0,51,9.2,77.08,"54,280.50",Friday
04/08/2023 16:00,20.7,56,0.1,0.1,0,51,6.6,82.89,"52,948.25",Friday
04/08/2023 17:00,20.9,54,0,0,0,3,6.7,95.04,"52,642.50",Friday
04/08/2023 18:00,20.5,56,0,0,0,2,8.7,103.46,"52,679.50",Friday
04/08/2023 19:00,19.2,65,0,0,0,3,10.9,134.86,"51,758.50",Friday
04/08/2023 20:00,17.2,71,0,0,0,3,14.8,139.8,"49,323.75",Friday
04/08/2023 21:00,16.6,73,0,0,0,3,16.6,128.95,"47,683.00",Friday
04/08/2023 22:00,16.2,74,0,0,0,3,19.6,111,"44,940.00",Friday
04/08/2023 23:00,15.2,80,0,0,0,3,19.8,98.49,"41,858.75",Friday
05/08/2023 00:00,14.5,84,0,0,0,3,19.4,101.55,"39,407.25",Saturday
05/08/2023 01:00,14.3,88,0,0,0,1,21.3,94.9,"37,514.75",Saturday
05/08/2023 02:00,13.9,91,0,0,0,1,18.5,92.58,"36,099.75",Saturday
05/08/2023 03:00,13.3,94,0,0,0,1,13.9,90.3,"35,650.75",Saturday
05/08/2023 04:00,12.7,95,0,0,0,3,13.7,90.24,"35,618.50",Saturday
05/08/2023 05:00,12.4,95,0,0,0,3,14.7,90.54,"36,252.75",Saturday
05/08/2023 06:00,13.3,93,0,0,0,3,8,94.7,"37,560.25",Saturday
05/08/2023 07:00,14.5,89,0,0,0,2,3.1,93.03,"39,762.25",Saturday
05/08/2023 08:00,16,82,0,0,0,2,6.1,93.19,"42,897.75",Saturday
05/08/2023 09:00,17.5,74,0,0,0,2,5.6,89,"45,063.25",Saturday
05/08/2023 10:00,18.6,67,0.1,0.1,0,51,4.1,80.1,"46,316.00",Saturday
05/08/2023 11:00,19.7,60,0.1,0.1,0,51,3.6,75.18,"47,324.50",Saturday
05/08/2023 12:00,20.4,55,0.1,0.1,0,51,2.5,65.01,"47,198.25",Saturday
05/08/2023 13:00,20.6,54,0.1,0.1,0,51,6.4,58.91,"45,893.50",Saturday
05/08/2023 14:00,20.2,60,0.2,0.2,0,51,14.6,58.04,"44,568.50",Saturday
05/08/2023 15:00,20.5,60,0.1,0.1,0,51,11.8,65.85,"43,907.25",Saturday
05/08/2023 16:00,20.5,61,0,0,0,2,10.5,79.73,"43,977.25",Saturday
05/08/2023 17:00,19.7,63,0.4,0.4,0,51,12.2,99.16,"44,570.25",Saturday
05/08/2023 18:00,19.6,66,0,0,0,2,11.7,107.62,"45,064.50",Saturday
05/08/2023 19:00,18.4,72,0,0,0,2,16.9,123.1,"44,508.50",Saturday
05/08/2023 20:00,16.6,81,0,0,0,2,18.1,128.99,"43,079.75",Saturday
05/08/2023 21:00,15.8,85,0,0,0,3,18.4,109.23,"42,035.50",Saturday
05/08/2023 22:00,15,93,0,0,0,3,9.7,99.08,"40,306.25",Saturday
05/08/2023 23:00,14.6,95,0,0,0,3,3,87.34,"37,934.50",Saturday
06/08/2023 00:00,15.2,91,0.2,0.2,0,51,2.3,89.1,"35,530.25",Sunday
06/08/2023 01:00,15,91,0.2,0.2,0,51,4.7,88.09,"34,306.00",Sunday
06/08/2023 02:00,14.2,95,0,0,0,3,6.3,79.07,"33,474.50",Sunday
06/08/2023 03:00,14.5,92,0,0,0,3,4.8,79.08,"33,226.00",Sunday
06/08/2023 04:00,13.9,95,0,0,0,3,5.9,75.06,"33,011.75",Sunday
06/08/2023 05:00,13.3,96,0,0,0,3,6.6,84,"33,104.75",Sunday
06/08/2023 06:00,13.9,96,0,0,0,3,4.7,75.1,"33,240.75",Sunday
06/08/2023 07:00,15.1,90,0,0,0,3,8.2,68.61,"34,828.50",Sunday
06/08/2023 08:00,16.1,79,0.1,0.1,0,51,16.4,67.46,"37,711.25",Sunday
06/08/2023 09:00,17.1,73,0,0,0,3,14.5,61.11,"40,932.25",Sunday
06/08/2023 10:00,18.1,69,0.1,0.1,0,51,11.5,49.09,"43,617.25",Sunday
06/08/2023 11:00,18.7,66,0.3,0.3,0,51,10,43.85,"45,526.75",Sunday
06/08/2023 12:00,19.2,65,0.2,0.2,0,51,9.8,33.92,"46,073.00",Sunday
06/08/2023 13:00,16.8,79,0,0,0,3,7.1,12.07,"45,407.50",Sunday
06/08/2023 14:00,16.9,79,0.4,0.4,0,51,17.4,11.96,"44,204.25",Sunday
06/08/2023 15:00,18.3,76,0.3,0.3,0,51,8.3,9.09,"43,795.25",Sunday
06/08/2023 16:00,19.2,71,0.2,0.2,0,51,8.6,12.1,"43,838.00",Sunday
06/08/2023 17:00,17.5,74,2.4,2.4,0,61,17.2,35.17,"45,276.00",Sunday
06/08/2023 18:00,17.2,79,0.1,0.1,0,51,19.3,62.03,"46,127.75",Sunday
06/08/2023 19:00,16.2,85,0.1,0.1,0,51,23.8,72.61,"45,692.75",Sunday
06/08/2023 20:00,15.3,85,0.3,0.3,0,51,28.2,76.85,"44,655.75",Sunday
06/08/2023 21:00,14.7,88,0.1,0.1,0,51,25.2,77.15,"44,347.50",Sunday
06/08/2023 22:00,14.4,90,0.1,0.1,0,51,30.7,71.86,"43,352.25",Sunday
06/08/2023 23:00,13.9,90,0,0,0,3,29,55.4,"40,811.00",Sunday
07/08/2023 00:00,13.9,90,0,0,0,3,32.2,54.4,"39,099.00",Monday
07/08/2023 01:00,13.4,91,0,0,0,3,32,47.57,"37,909.75",Monday
07/08/2023 02:00,13.3,91,0,0,0,3,33.1,30.83,"37,905.50",Monday
07/08/2023 03:00,13.2,91,0,0,0,3,34.2,7.01,"37,917.25",Monday
07/08/2023 04:00,13.2,89,0,0,0,3,33.5,3.55,"39,183.00",Monday
07/08/2023 05:00,13.2,89,0,0,0,3,34.2,0.03,"42,164.50",Monday
07/08/2023 06:00,13.2,89,0,0,0,3,33.9,66.32,"48,392.50",Monday
07/08/2023 07:00,13.5,87,0.1,0.1,0,51,34.7,73.38,"52,937.75",Monday
07/08/2023 08:00,14.7,79,0,0,0,3,33.9,65.14,"56,282.00",Monday
07/08/2023 09:00,15.7,73,0.1,0.1,0,51,35.1,44.94,"58,012.25",Monday
07/08/2023 10:00,15.5,76,0.2,0.2,0,51,35.8,4.37,"58,633.00",Monday
07/08/2023 11:00,16.6,70,0,0,0,3,35.2,1,"59,089.50",Monday
07/08/2023 12:00,17.3,68,0,0,0,3,36.8,-0.01,"59,107.50",Monday
07/08/2023 13:00,14.9,81,0.4,0.4,0,51,36.4,-0.81,"58,068.00",Monday
07/08/2023 14:00,17,72,0.1,0.1,0,51,40.9,-4.31,"56,638.50",Monday
07/08/2023 15:00,15.6,71,0.1,0.1,0,51,38.3,-9.99,"55,662.75",Monday
07/08/2023 16:00,16.2,70,0.1,0.1,0,51,40.7,-4.32,"55,403.25",Monday
07/08/2023 17:00,16.8,59,0.1,0.1,0,51,39.1,-0.04,"55,910.75",Monday
07/08/2023 18:00,16.4,61,0,0,0,2,37.8,0.16,"55,934.25",Monday
07/08/2023 19:00,15.5,63,0,0,0,2,34.2,13.69,"54,594.25",Monday
07/08/2023 20:00,14.5,67,0,0,0,1,31.3,30.71,"52,107.00",Monday
07/08/2023 21:00,13.8,70,0,0,0,1,30,41.83,"50,499.75",Monday
07/08/2023 22:00,13.3,72,0,0,0,1,29.5,1.07,"47,188.50",Monday
07/08/2023 23:00,12.7,75,0,0,0,1,28.3,-0.07,"43,327.25",Monday
08/08/2023 00:00,12.2,77,0,0,0,1,28.9,-4.28,"41,066.50",Tuesday
08/08/2023 01:00,11.8,83,0,0,0,1,26.6,-6.03,"39,965.50",Tuesday
08/08/2023 02:00,11.6,84,0,0,0,2,26.8,-6.2,"39,046.50",Tuesday
08/08/2023 03:00,11.3,85,0,0,0,3,25.8,-5.92,"39,101.25",Tuesday
08/08/2023 04:00,12.3,79,0,0,0,3,29.2,-3.74,"39,779.75",Tuesday
08/08/2023 05:00,12.1,82,0.6,0.6,0,53,25.3,-2.09,"42,159.00",Tuesday
08/08/2023 06:00,12.5,81,0,0,0,3,28.3,0.09,"47,986.25",Tuesday
08/08/2023 07:00,13.1,79,0,0,0,2,29.3,14.32,"53,043.25",Tuesday
08/08/2023 08:00,14,76,0,0,0,1,27.8,-0.09,"56,613.25",Tuesday
08/08/2023 09:00,14.5,73,0,0,0,0,29.5,-2.7,"57,170.25",Tuesday
08/08/2023 10:00,15.3,69,0,0,0,2,34.6,-6.77,"57,873.25",Tuesday
08/08/2023 11:00,16.8,66,0,0,0,3,30,-13.18,"58,545.25",Tuesday
08/08/2023 12:00,15.8,75,1.3,1.3,0,61,30.2,-15.73,"58,632.50",Tuesday
08/08/2023 13:00,17.5,59,0.1,0.1,0,51,45,-20.09,"58,636.75",Tuesday
08/08/2023 14:00,17.9,52,0.1,0.1,0,51,43.9,-21.77,"57,188.50",Tuesday
08/08/2023 15:00,17.7,53,0,0,0,3,44.3,-16.1,"56,516.25",Tuesday
08/08/2023 16:00,16.6,59,0,0,0,3,36.3,-8.9,"55,059.25",Tuesday
08/08/2023 17:00,16.5,61,0,0,0,2,36.5,-0.82,"55,222.00",Tuesday
08/08/2023 18:00,16.3,64,0,0,0,1,36,1.07,"54,745.75",Tuesday
08/08/2023 19:00,15.5,71,0,0,0,1,28,87.59,"54,793.75",Tuesday
08/08/2023 20:00,14.8,75,0,0,0,1,26.2,83.96,"53,311.50",Tuesday
08/08/2023 21:00,14.2,78,0,0,0,2,26.9,89.18,"51,461.25",Tuesday
08/08/2023 22:00,13.5,81,0,0,0,3,26.4,87.59,"48,194.50",Tuesday
08/08/2023 23:00,12.9,85,0,0,0,3,26.2,59.98,"44,828.25",Tuesday
09/08/2023 00:00,13,85,0,0,0,2,23.2,79.9,"41,647.25",Wednesday
09/08/2023 01:00,13.8,88,0.1,0.1,0,51,23,72.16,"40,481.25",Wednesday
09/08/2023 02:00,13.7,90,0.8,0.8,0,53,20,70.03,"39,409.75",Wednesday
09/08/2023 03:00,13.6,92,2.5,2.5,0,63,14.9,67.81,"39,401.50",Wednesday
09/08/2023 04:00,13.5,93,5.9,5.9,0,63,8.9,74.12,"40,647.25",Wednesday
09/08/2023 05:00,13.4,93,3.6,3.6,0,63,15,83.95,"43,457.00",Wednesday
09/08/2023 06:00,13.2,89,0.4,0.4,0,51,13.6,98.16,"49,413.50",Wednesday
09/08/2023 07:00,13.7,83,0,0,0,2,9.9,105.7,"53,884.50",Wednesday
09/08/2023 08:00,14.7,74,0,0,0,1,10,106.44,"56,951.25",Wednesday
09/08/2023 09:00,15.7,64,0,0,0,1,11.2,99.65,"57,888.75",Wednesday
09/08/2023 10:00,16.9,58,0,0,0,1,13,88.97,"58,290.00",Wednesday
09/08/2023 11:00,17.9,52,0,0,0,1,16.7,81.65,"58,561.00",Wednesday
09/08/2023 12:00,18.9,46,0,0,0,1,17.3,62.62,"58,617.25",Wednesday
09/08/2023 13:00,18.9,48,0,0,0,1,16.6,61.51,"57,848.00",Wednesday
09/08/2023 14:00,19.5,44,0,0,0,2,17.2,42.02,"55,951.50",Wednesday
09/08/2023 15:00,19.8,41,0,0,0,2,17.3,57.49,"55,132.75",Wednesday
09/08/2023 16:00,19.8,40,0,0,0,3,19.2,67.7,"54,545.00",Wednesday
09/08/2023 17:00,19.3,41,0,0,0,3,21,88,"55,169.75",Wednesday
09/08/2023 18:00,18.3,48,0,0,0,2,18.4,99.45,"55,354.00",Wednesday
09/08/2023 19:00,17.1,58,0,0,0,1,15.7,118.91,"54,373.25",Wednesday
09/08/2023 20:00,14.2,68,0,0,0,1,14.6,139.08,"52,281.50",Wednesday
09/08/2023 21:00,13.1,75,0,0,0,0,12.3,131.62,"51,494.75",Wednesday
09/08/2023 22:00,11.6,84,0,0,0,0,8.2,122.47,"48,174.75",Wednesday
09/08/2023 23:00,11.5,85,0,0,0,1,6.2,100.96,"45,020.25",Wednesday
10/08/2023 00:00,11.8,84,0,0,0,2,8.3,96.27,"42,477.00",Thursday
10/08/2023 01:00,11.9,82,0,0,0,2,13,91.99,"40,599.50",Thursday
10/08/2023 02:00,11.3,85,0,0,0,2,13.9,89.15,"39,549.00",Thursday
10/08/2023 03:00,11.1,87,0.1,0.1,0,51,15.3,79.98,"39,387.75",Thursday
10/08/2023 04:00,10.6,91,0,0,0,1,14.8,88.82,"40,307.75",Thursday
10/08/2023 05:00,9.8,94,0,0,0,1,12.3,93,"43,188.00",Thursday
10/08/2023 06:00,10.5,93,0,0,0,0,10.5,134.27,"49,086.50",Thursday
10/08/2023 07:00,12.8,86,0,0,0,1,9.4,192.61,"53,915.50",Thursday
10/08/2023 08:00,15,78,0,0,0,1,6.3,110.21,"56,780.75",Thursday
10/08/2023 09:00,16.8,73,0,0,0,2,8,96.9,"57,134.25",Thursday
10/08/2023 10:00,18.4,64,0,0,0,1,14.8,82.19,"57,626.25",Thursday
10/08/2023 11:00,19.5,57,0,0,0,1,16,67.04,"58,365.25",Thursday
10/08/2023 12:00,20.7,51,0,0,0,1,15.7,67.05,"57,541.00",Thursday
10/08/2023 13:00,21.6,48,0,0,0,1,13.7,39.07,"56,238.25",Thursday
10/08/2023 14:00,22.1,45,0,0,0,1,13.3,44.92,"55,168.00",Thursday
10/08/2023 15:00,22.1,42,0,0,0,0,13.4,65.57,"54,415.50",Thursday
10/08/2023 16:00,22.1,40,0,0,0,0,12.4,80.01,"53,560.75",Thursday
10/08/2023 17:00,21.8,41,0,0,0,0,11.2,93.38,"53,623.00",Thursday
10/08/2023 18:00,21.1,49,0,0,0,0,11,102.88,"54,216.75",Thursday
10/08/2023 19:00,19,57,0,0,0,0,16.3,171.76,"53,636.50",Thursday
10/08/2023 20:00,16.5,59,0,0,0,0,18.7,203.8,"51,835.25",Thursday
10/08/2023 21:00,15.2,64,0,0,0,0,16.5,144.49,"50,522.50",Thursday
10/08/2023 22:00,14.3,73,0,0,0,0,10.5,115.49,"47,199.00",Thursday
10/08/2023 23:00,13.3,81,0,0,0,1,4,101.29,"43,557.25",Thursday
11/08/2023 00:00,13.8,75,0,0,0,0,0.7,111.31,"41,514.75",Friday
11/08/2023 01:00,13.5,75,0,0,0,0,2.6,106.39,"39,902.50",Friday
11/08/2023 02:00,12.1,81,0,0,0,0,1.6,104.77,"38,626.75",Friday
11/08/2023 03:00,10.5,88,0,0,0,0,1.8,99.75,"38,580.75",Friday
11/08/2023 04:00,10.4,87,0,0,0,0,3.6,102.29,"39,198.25",Friday
11/08/2023 05:00,10.3,87,0,0,0,0,2.6,106.8,"41,999.75",Friday
11/08/2023 06:00,11.6,85,0,0,0,0,2.9,143.29,"47,388.25",Friday
11/08/2023 07:00,13.9,79,0,0,0,0,2.1,143.29,"51,996.00",Friday
11/08/2023 08:00,16.6,70,0,0,0,0,2.1,115.07,"55,667.50",Friday
11/08/2023 09:00,19,61,0,0,0,0,1.8,100.2,"56,692.75",Friday
11/08/2023 10:00,21.2,55,0,0,0,0,4,84.51,"57,517.50",Friday
11/08/2023 11:00,23,51,0,0,0,0,7.7,73.69,"57,891.00",Friday
11/08/2023 12:00,24.4,48,0,0,0,0,10.2,41.42,"56,965.25",Friday
11/08/2023 13:00,26.1,45,0,0,0,0,10,30.19,"55,327.75",Friday
11/08/2023 14:00,26.7,46,0,0,0,0,11,32.21,"53,830.00",Friday
11/08/2023 15:00,27.2,46,0,0,0,0,11.2,58.01,"53,129.00",Friday
11/08/2023 16:00,27.3,46,0,0,0,0,11,84.58,"53,035.25",Friday
11/08/2023 17:00,27.2,47,0,0,0,3,9.9,97.98,"52,817.75",Friday
11/08/2023 18:00,26.4,58,0,0,0,3,9.2,112.78,"52,804.00",Friday
11/08/2023 19:00,25.3,60,0,0,0,3,7.7,140.81,"52,284.50",Friday
11/08/2023 20:00,22.7,67,0,0,0,3,7.3,166.66,"50,328.75",Friday
11/08/2023 21:00,20,80,0,0,0,3,12.6,133,"48,793.00",Friday
11/08/2023 22:00,18.5,85,0,0,0,3,14.8,117.88,"45,373.00",Friday
11/08/2023 23:00,17.7,87,0,0,0,3,10.2,103.78,"42,449.00",Friday
12/08/2023 00:00,16.9,90,0,0,0,2,6.5,103.54,"40,020.75",Saturday
12/08/2023 01:00,16.7,92,0,0,0,2,8.9,98.2,"38,316.00",Saturday
12/08/2023 02:00,15.4,94,0,0,0,3,7.3,97.7,"37,374.25",Saturday
12/08/2023 03:00,15.8,93,0,0,0,3,5.4,95.92,"37,074.25",Saturday
12/08/2023 04:00,15.5,91,0,0,0,3,6.1,93.91,"37,283.25",Saturday
12/08/2023 05:00,16.1,90,0,0,0,3,13.5,98.92,"37,877.50",Saturday
12/08/2023 06:00,17.7,82,0,0,0,3,9.8,95.49,"39,191.00",Saturday
12/08/2023 07:00,17.5,90,1.2,1.2,0,55,11.8,100,"41,681.00",Saturday
12/08/2023 08:00,17.7,92,2.6,2.6,0,63,11.7,99.54,"44,791.00",Saturday
12/08/2023 09:00,18.4,93,1.4,1.4,0,61,16.2,87.5,"47,543.00",Saturday
12/08/2023 10:00,19.7,88,1.2,1.2,0,55,17,76.25,"49,150.25",Saturday
12/08/2023 11:00,22.8,76,0.1,0.1,0,51,12.2,67.06,"49,956.75",Saturday
12/08/2023 12:00,25.5,64,0,0,0,2,20.5,51.64,"50,005.75",Saturday
12/08/2023 13:00,26.2,63,0,0,0,2,20,24.51,"49,015.50",Saturday
12/08/2023 14:00,25.8,65,0.1,0.1,0,51,26.4,6,"48,347.00",Saturday
12/08/2023 15:00,25.6,68,0.5,0.5,0,53,24.8,6.92,"47,635.25",Saturday
12/08/2023 16:00,24.7,70,0.5,0.5,0,53,27.7,20.4,"46,537.25",Saturday
12/08/2023 17:00,24.5,68,0,0,0,3,26,67.58,"46,324.25",Saturday
