Start date/time,End date/time,Price Germany/Luxembourg [Euro/MWh]
"Mar 8, 2023 1:00 AM","Mar 8, 2023 2:00 AM",112.1
"Mar 8, 2023 2:00 AM","Mar 8, 2023 3:00 AM",112.02
"Mar 8, 2023 3:00 AM","Mar 8, 2023 4:00 AM",111
"Mar 8, 2023 4:00 AM","Mar 8, 2023 5:00 AM",111
"Mar 8, 2023 5:00 AM","Mar 8, 2023 6:00 AM",118.23
"Mar 8, 2023 6:00 AM","Mar 8, 2023 7:00 AM",140.68
"Mar 8, 2023 7:00 AM","Mar 8, 2023 8:00 AM",158.53
"Mar 8, 2023 8:00 AM","Mar 8, 2023 9:00 AM",173.1
"Mar 8, 2023 9:00 AM","Mar 8, 2023 10:00 AM",163
"Mar 8, 2023 10:00 AM","Mar 8, 2023 11:00 AM",152.99
"Mar 8, 2023 11:00 AM","Mar 8, 2023 12:00 PM",144.17
"Mar 8, 2023 12:00 PM","Mar 8, 2023 1:00 PM",137.17
"Mar 8, 2023 1:00 PM","Mar 8, 2023 2:00 PM",135.93
"Mar 8, 2023 2:00 PM","Mar 8, 2023 3:00 PM",137.44
"Mar 8, 2023 3:00 PM","Mar 8, 2023 4:00 PM",141.09
"Mar 8, 2023 4:00 PM","Mar 8, 2023 5:00 PM",144.47
"Mar 8, 2023 5:00 PM","Mar 8, 2023 6:00 PM",153.01
"Mar 8, 2023 6:00 PM","Mar 8, 2023 7:00 PM",166.89
"Mar 8, 2023 7:00 PM","Mar 8, 2023 8:00 PM",170.02
"Mar 8, 2023 8:00 PM","Mar 8, 2023 9:00 PM",153.77
"Mar 8, 2023 9:00 PM","Mar 8, 2023 10:00 PM",134.64
"Mar 8, 2023 10:00 PM","Mar 8, 2023 11:00 PM",128.82
"Mar 8, 2023 11:00 PM","Mar 9, 2023 12:00 AM",119
"Mar 9, 2023 12:00 AM","Mar 9, 2023 1:00 AM",113.66
"Mar 9, 2023 1:00 AM","Mar 9, 2023 2:00 AM",111.39
"Mar 9, 2023 2:00 AM","Mar 9, 2023 3:00 AM",111.02
"Mar 9, 2023 3:00 AM","Mar 9, 2023 4:00 AM",109.38
"Mar 9, 2023 4:00 AM","Mar 9, 2023 5:00 AM",111.22
"Mar 9, 2023 5:00 AM","Mar 9, 2023 6:00 AM",113.02
"Mar 9, 2023 6:00 AM","Mar 9, 2023 7:00 AM",137.39
"Mar 9, 2023 7:00 AM","Mar 9, 2023 8:00 AM",150
"Mar 9, 2023 8:00 AM","Mar 9, 2023 9:00 AM",159.06
"Mar 9, 2023 9:00 AM","Mar 9, 2023 10:00 AM",150.93
"Mar 9, 2023 10:00 AM","Mar 9, 2023 11:00 AM",142.36
"Mar 9, 2023 11:00 AM","Mar 9, 2023 12:00 PM",131.81
"Mar 9, 2023 12:00 PM","Mar 9, 2023 1:00 PM",122
"Mar 9, 2023 1:00 PM","Mar 9, 2023 2:00 PM",116.45
"Mar 9, 2023 2:00 PM","Mar 9, 2023 3:00 PM",116.19
"Mar 9, 2023 3:00 PM","Mar 9, 2023 4:00 PM",116.72
"Mar 9, 2023 4:00 PM","Mar 9, 2023 5:00 PM",118.36
"Mar 9, 2023 5:00 PM","Mar 9, 2023 6:00 PM",135.85
"Mar 9, 2023 6:00 PM","Mar 9, 2023 7:00 PM",147.22
"Mar 9, 2023 7:00 PM","Mar 9, 2023 8:00 PM",145.04
"Mar 9, 2023 8:00 PM","Mar 9, 2023 9:00 PM",135.1
"Mar 9, 2023 9:00 PM","Mar 9, 2023 10:00 PM",125.09
"Mar 9, 2023 10:00 PM","Mar 9, 2023 11:00 PM",123.82
"Mar 9, 2023 11:00 PM","Mar 10, 2023 12:00 AM",109.7
"Mar 10, 2023 12:00 AM","Mar 10, 2023 1:00 AM",102.89
"Mar 10, 2023 1:00 AM","Mar 10, 2023 2:00 AM",100.68
"Mar 10, 2023 2:00 AM","Mar 10, 2023 3:00 AM",99.06
"Mar 10, 2023 3:00 AM","Mar 10, 2023 4:00 AM",98.84
"Mar 10, 2023 4:00 AM","Mar 10, 2023 5:00 AM",99.09
"Mar 10, 2023 5:00 AM","Mar 10, 2023 6:00 AM",105
"Mar 10, 2023 6:00 AM","Mar 10, 2023 7:00 AM",119.81
"Mar 10, 2023 7:00 AM","Mar 10, 2023 8:00 AM",136.91
"Mar 10, 2023 8:00 AM","Mar 10, 2023 9:00 AM",140.91
"Mar 10, 2023 9:00 AM","Mar 10, 2023 10:00 AM",136.61
"Mar 10, 2023 10:00 AM","Mar 10, 2023 11:00 AM",131.89
"Mar 10, 2023 11:00 AM","Mar 10, 2023 12:00 PM",125.1
"Mar 10, 2023 12:00 PM","Mar 10, 2023 1:00 PM",116.42
"Mar 10, 2023 1:00 PM","Mar 10, 2023 2:00 PM",112.84
"Mar 10, 2023 2:00 PM","Mar 10, 2023 3:00 PM",114.91
"Mar 10, 2023 3:00 PM","Mar 10, 2023 4:00 PM",112.62
"Mar 10, 2023 4:00 PM","Mar 10, 2023 5:00 PM",110.1
"Mar 10, 2023 5:00 PM","Mar 10, 2023 6:00 PM",129.34
"Mar 10, 2023 6:00 PM","Mar 10, 2023 7:00 PM",135.48
"Mar 10, 2023 7:00 PM","Mar 10, 2023 8:00 PM",133.92
"Mar 10, 2023 8:00 PM","Mar 10, 2023 9:00 PM",115.41
"Mar 10, 2023 9:00 PM","Mar 10, 2023 10:00 PM",108.96
"Mar 10, 2023 10:00 PM","Mar 10, 2023 11:00 PM",100.35
"Mar 10, 2023 11:00 PM","Mar 11, 2023 12:00 AM",87.59
"Mar 11, 2023 12:00 AM","Mar 11, 2023 1:00 AM",70.22
"Mar 11, 2023 1:00 AM","Mar 11, 2023 2:00 AM",71.11
"Mar 11, 2023 2:00 AM","Mar 11, 2023 3:00 AM",73.08
"Mar 11, 2023 3:00 AM","Mar 11, 2023 4:00 AM",82.42
"Mar 11, 2023 4:00 AM","Mar 11, 2023 5:00 AM",87.87
"Mar 11, 2023 5:00 AM","Mar 11, 2023 6:00 AM",96.18
"Mar 11, 2023 6:00 AM","Mar 11, 2023 7:00 AM",104.24
"Mar 11, 2023 7:00 AM","Mar 11, 2023 8:00 AM",110.09
"Mar 11, 2023 8:00 AM","Mar 11, 2023 9:00 AM",114.01
"Mar 11, 2023 9:00 AM","Mar 11, 2023 10:00 AM",106.37
"Mar 11, 2023 10:00 AM","Mar 11, 2023 11:00 AM",93.81
"Mar 11, 2023 11:00 AM","Mar 11, 2023 12:00 PM",81.95
"Mar 11, 2023 12:00 PM","Mar 11, 2023 1:00 PM",78.66
"Mar 11, 2023 1:00 PM","Mar 11, 2023 2:00 PM",60
"Mar 11, 2023 2:00 PM","Mar 11, 2023 3:00 PM",60.38
"Mar 11, 2023 3:00 PM","Mar 11, 2023 4:00 PM",82.63
"Mar 11, 2023 4:00 PM","Mar 11, 2023 5:00 PM",101.24
"Mar 11, 2023 5:00 PM","Mar 11, 2023 6:00 PM",130.02
"Mar 11, 2023 6:00 PM","Mar 11, 2023 7:00 PM",145
"Mar 11, 2023 7:00 PM","Mar 11, 2023 8:00 PM",136.63
"Mar 11, 2023 8:00 PM","Mar 11, 2023 9:00 PM",131.58
"Mar 11, 2023 9:00 PM","Mar 11, 2023 10:00 PM",119.96
"Mar 11, 2023 10:00 PM","Mar 11, 2023 11:00 PM",120.56
"Mar 11, 2023 11:00 PM","Mar 12, 2023 12:00 AM",108.51
"Mar 12, 2023 12:00 AM","Mar 12, 2023 1:00 AM",121.01
"Mar 12, 2023 1:00 AM","Mar 12, 2023 2:00 AM",101.18
"Mar 12, 2023 2:00 AM","Mar 12, 2023 3:00 AM",101.18
"Mar 12, 2023 3:00 AM","Mar 12, 2023 4:00 AM",90.43
"Mar 12, 2023 4:00 AM","Mar 12, 2023 5:00 AM",91.81
"Mar 12, 2023 5:00 AM","Mar 12, 2023 6:00 AM",92.08
"Mar 12, 2023 6:00 AM","Mar 12, 2023 7:00 AM",90.81
"Mar 12, 2023 7:00 AM","Mar 12, 2023 8:00 AM",89.05
"Mar 12, 2023 8:00 AM","Mar 12, 2023 9:00 AM",90.27
"Mar 12, 2023 9:00 AM","Mar 12, 2023 10:00 AM",93.98
"Mar 12, 2023 10:00 AM","Mar 12, 2023 11:00 AM",92
"Mar 12, 2023 11:00 AM","Mar 12, 2023 12:00 PM",87.79
"Mar 12, 2023 12:00 PM","Mar 12, 2023 1:00 PM",80.4
"Mar 12, 2023 1:00 PM","Mar 12, 2023 2:00 PM",68.96
"Mar 12, 2023 2:00 PM","Mar 12, 2023 3:00 PM",70
"Mar 12, 2023 3:00 PM","Mar 12, 2023 4:00 PM",74.9
"Mar 12, 2023 4:00 PM","Mar 12, 2023 5:00 PM",85.05
"Mar 12, 2023 5:00 PM","Mar 12, 2023 6:00 PM",100.91
"Mar 12, 2023 6:00 PM","Mar 12, 2023 7:00 PM",119.85
"Mar 12, 2023 7:00 PM","Mar 12, 2023 8:00 PM",141.04
"Mar 12, 2023 8:00 PM","Mar 12, 2023 9:00 PM",129.97
"Mar 12, 2023 9:00 PM","Mar 12, 2023 10:00 PM",104.69
"Mar 12, 2023 10:00 PM","Mar 12, 2023 11:00 PM",94.87
"Mar 12, 2023 11:00 PM","Mar 13, 2023 12:00 AM",80.55
"Mar 13, 2023 12:00 AM","Mar 13, 2023 1:00 AM",45.99
"Mar 13, 2023 1:00 AM","Mar 13, 2023 2:00 AM",37.09
"Mar 13, 2023 2:00 AM","Mar 13, 2023 3:00 AM",33.36
"Mar 13, 2023 3:00 AM","Mar 13, 2023 4:00 AM",16.89
"Mar 13, 2023 4:00 AM","Mar 13, 2023 5:00 AM",7.51
"Mar 13, 2023 5:00 AM","Mar 13, 2023 6:00 AM",16.89
"Mar 13, 2023 6:00 AM","Mar 13, 2023 7:00 AM",38.49
"Mar 13, 2023 7:00 AM","Mar 13, 2023 8:00 AM",77.71
"Mar 13, 2023 8:00 AM","Mar 13, 2023 9:00 AM",79.81
"Mar 13, 2023 9:00 AM","Mar 13, 2023 10:00 AM",42.46
"Mar 13, 2023 10:00 AM","Mar 13, 2023 11:00 AM",30.51
"Mar 13, 2023 11:00 AM","Mar 13, 2023 12:00 PM",22.32
"Mar 13, 2023 12:00 PM","Mar 13, 2023 1:00 PM",2.07
"Mar 13, 2023 1:00 PM","Mar 13, 2023 2:00 PM",-0.02
"Mar 13, 2023 2:00 PM","Mar 13, 2023 3:00 PM",-0.03
"Mar 13, 2023 3:00 PM","Mar 13, 2023 4:00 PM",0.26
"Mar 13, 2023 4:00 PM","Mar 13, 2023 5:00 PM",9.03
"Mar 13, 2023 5:00 PM","Mar 13, 2023 6:00 PM",53.37
"Mar 13, 2023 6:00 PM","Mar 13, 2023 7:00 PM",88.59
"Mar 13, 2023 7:00 PM","Mar 13, 2023 8:00 PM",95
"Mar 13, 2023 8:00 PM","Mar 13, 2023 9:00 PM",82.33
"Mar 13, 2023 9:00 PM","Mar 13, 2023 10:00 PM",52.94
"Mar 13, 2023 10:00 PM","Mar 13, 2023 11:00 PM",35.45
"Mar 13, 2023 11:00 PM","Mar 14, 2023 12:00 AM",23.32
"Mar 14, 2023 12:00 AM","Mar 14, 2023 1:00 AM",9.57
"Mar 14, 2023 1:00 AM","Mar 14, 2023 2:00 AM",4.46
"Mar 14, 2023 2:00 AM","Mar 14, 2023 3:00 AM",4
"Mar 14, 2023 3:00 AM","Mar 14, 2023 4:00 AM",1.84
"Mar 14, 2023 4:00 AM","Mar 14, 2023 5:00 AM",3.5
"Mar 14, 2023 5:00 AM","Mar 14, 2023 6:00 AM",9.03
"Mar 14, 2023 6:00 AM","Mar 14, 2023 7:00 AM",42.6
"Mar 14, 2023 7:00 AM","Mar 14, 2023 8:00 AM",90.42
"Mar 14, 2023 8:00 AM","Mar 14, 2023 9:00 AM",94.84
"Mar 14, 2023 9:00 AM","Mar 14, 2023 10:00 AM",83.37
"Mar 14, 2023 10:00 AM","Mar 14, 2023 11:00 AM",73.78
"Mar 14, 2023 11:00 AM","Mar 14, 2023 12:00 PM",60.94
"Mar 14, 2023 12:00 PM","Mar 14, 2023 1:00 PM",53.26
"Mar 14, 2023 1:00 PM","Mar 14, 2023 2:00 PM",61.07
"Mar 14, 2023 2:00 PM","Mar 14, 2023 3:00 PM",65.45
"Mar 14, 2023 3:00 PM","Mar 14, 2023 4:00 PM",59.82
"Mar 14, 2023 4:00 PM","Mar 14, 2023 5:00 PM",78.83
"Mar 14, 2023 5:00 PM","Mar 14, 2023 6:00 PM",122.85
"Mar 14, 2023 6:00 PM","Mar 14, 2023 7:00 PM",144.86
"Mar 14, 2023 7:00 PM","Mar 14, 2023 8:00 PM",152.21
"Mar 14, 2023 8:00 PM","Mar 14, 2023 9:00 PM",140.93
"Mar 14, 2023 9:00 PM","Mar 14, 2023 10:00 PM",129.72
"Mar 14, 2023 10:00 PM","Mar 14, 2023 11:00 PM",122.84
"Mar 14, 2023 11:00 PM","Mar 15, 2023 12:00 AM",105.32
"Mar 15, 2023 12:00 AM","Mar 15, 2023 1:00 AM",105.64
"Mar 15, 2023 1:00 AM","Mar 15, 2023 2:00 AM",105.8
"Mar 15, 2023 2:00 AM","Mar 15, 2023 3:00 AM",103.97
"Mar 15, 2023 3:00 AM","Mar 15, 2023 4:00 AM",105.23
"Mar 15, 2023 4:00 AM","Mar 15, 2023 5:00 AM",105.67
"Mar 15, 2023 5:00 AM","Mar 15, 2023 6:00 AM",121.43
"Mar 15, 2023 6:00 AM","Mar 15, 2023 7:00 AM",143.47
"Mar 15, 2023 7:00 AM","Mar 15, 2023 8:00 AM",160
"Mar 15, 2023 8:00 AM","Mar 15, 2023 9:00 AM",159.58
"Mar 15, 2023 9:00 AM","Mar 15, 2023 10:00 AM",129.99
"Mar 15, 2023 10:00 AM","Mar 15, 2023 11:00 AM",114.15
"Mar 15, 2023 11:00 AM","Mar 15, 2023 12:00 PM",97
"Mar 15, 2023 12:00 PM","Mar 15, 2023 1:00 PM",90.85
"Mar 15, 2023 1:00 PM","Mar 15, 2023 2:00 PM",90.84
"Mar 15, 2023 2:00 PM","Mar 15, 2023 3:00 PM",96.25
"Mar 15, 2023 3:00 PM","Mar 15, 2023 4:00 PM",102.83
"Mar 15, 2023 4:00 PM","Mar 15, 2023 5:00 PM",116.99
"Mar 15, 2023 5:00 PM","Mar 15, 2023 6:00 PM",150.8
"Mar 15, 2023 6:00 PM","Mar 15, 2023 7:00 PM",182.3
"Mar 15, 2023 7:00 PM","Mar 15, 2023 8:00 PM",199.28
"Mar 15, 2023 8:00 PM","Mar 15, 2023 9:00 PM",168.98
"Mar 15, 2023 9:00 PM","Mar 15, 2023 10:00 PM",147.36
"Mar 15, 2023 10:00 PM","Mar 15, 2023 11:00 PM",139.35
"Mar 15, 2023 11:00 PM","Mar 16, 2023 12:00 AM",127.63
"Mar 16, 2023 12:00 AM","Mar 16, 2023 1:00 AM",117.39
"Mar 16, 2023 1:00 AM","Mar 16, 2023 2:00 AM",107.61
"Mar 16, 2023 2:00 AM","Mar 16, 2023 3:00 AM",103.8
"Mar 16, 2023 3:00 AM","Mar 16, 2023 4:00 AM",100
"Mar 16, 2023 4:00 AM","Mar 16, 2023 5:00 AM",98.07
"Mar 16, 2023 5:00 AM","Mar 16, 2023 6:00 AM",103.86
"Mar 16, 2023 6:00 AM","Mar 16, 2023 7:00 AM",130.32
"Mar 16, 2023 7:00 AM","Mar 16, 2023 8:00 AM",142.35
"Mar 16, 2023 8:00 AM","Mar 16, 2023 9:00 AM",138.03
"Mar 16, 2023 9:00 AM","Mar 16, 2023 10:00 AM",117.12
"Mar 16, 2023 10:00 AM","Mar 16, 2023 11:00 AM",103.2
"Mar 16, 2023 11:00 AM","Mar 16, 2023 12:00 PM",91.51
"Mar 16, 2023 12:00 PM","Mar 16, 2023 1:00 PM",85.4
"Mar 16, 2023 1:00 PM","Mar 16, 2023 2:00 PM",78.49
"Mar 16, 2023 2:00 PM","Mar 16, 2023 3:00 PM",80.48
"Mar 16, 2023 3:00 PM","Mar 16, 2023 4:00 PM",84.89
"Mar 16, 2023 4:00 PM","Mar 16, 2023 5:00 PM",95.58
"Mar 16, 2023 5:00 PM","Mar 16, 2023 6:00 PM",119.22
"Mar 16, 2023 6:00 PM","Mar 16, 2023 7:00 PM",131.85
"Mar 16, 2023 7:00 PM","Mar 16, 2023 8:00 PM",129.97
"Mar 16, 2023 8:00 PM","Mar 16, 2023 9:00 PM",110
"Mar 16, 2023 9:00 PM","Mar 16, 2023 10:00 PM",98.14
"Mar 16, 2023 10:00 PM","Mar 16, 2023 11:00 PM",86.07
"Mar 16, 2023 11:00 PM","Mar 17, 2023 12:00 AM",80.44
"Mar 17, 2023 12:00 AM","Mar 17, 2023 1:00 AM",48.45
"Mar 17, 2023 1:00 AM","Mar 17, 2023 2:00 AM",49.97
"Mar 17, 2023 2:00 AM","Mar 17, 2023 3:00 AM",50.06
"Mar 17, 2023 3:00 AM","Mar 17, 2023 4:00 AM",59.93
"Mar 17, 2023 4:00 AM","Mar 17, 2023 5:00 AM",62.79
"Mar 17, 2023 5:00 AM","Mar 17, 2023 6:00 AM",81.59
"Mar 17, 2023 6:00 AM","Mar 17, 2023 7:00 AM",105.07
"Mar 17, 2023 7:00 AM","Mar 17, 2023 8:00 AM",112.17
"Mar 17, 2023 8:00 AM","Mar 17, 2023 9:00 AM",104.56
"Mar 17, 2023 9:00 AM","Mar 17, 2023 10:00 AM",90.29
"Mar 17, 2023 10:00 AM","Mar 17, 2023 11:00 AM",84.04
"Mar 17, 2023 11:00 AM","Mar 17, 2023 12:00 PM",79.95
"Mar 17, 2023 12:00 PM","Mar 17, 2023 1:00 PM",75.76
"Mar 17, 2023 1:00 PM","Mar 17, 2023 2:00 PM",74.05
"Mar 17, 2023 2:00 PM","Mar 17, 2023 3:00 PM",88.05
"Mar 17, 2023 3:00 PM","Mar 17, 2023 4:00 PM",99.03
"Mar 17, 2023 4:00 PM","Mar 17, 2023 5:00 PM",109.54
"Mar 17, 2023 5:00 PM","Mar 17, 2023 6:00 PM",126.79
"Mar 17, 2023 6:00 PM","Mar 17, 2023 7:00 PM",134.36
"Mar 17, 2023 7:00 PM","Mar 17, 2023 8:00 PM",134.23
"Mar 17, 2023 8:00 PM","Mar 17, 2023 9:00 PM",126.35
"Mar 17, 2023 9:00 PM","Mar 17, 2023 10:00 PM",109.97
"Mar 17, 2023 10:00 PM","Mar 17, 2023 11:00 PM",107.09
"Mar 17, 2023 11:00 PM","Mar 18, 2023 12:00 AM",102.25
"Mar 18, 2023 12:00 AM","Mar 18, 2023 1:00 AM",106.35
"Mar 18, 2023 1:00 AM","Mar 18, 2023 2:00 AM",98.25
"Mar 18, 2023 2:00 AM","Mar 18, 2023 3:00 AM",96.84
"Mar 18, 2023 3:00 AM","Mar 18, 2023 4:00 AM",95
"Mar 18, 2023 4:00 AM","Mar 18, 2023 5:00 AM",96.18
"Mar 18, 2023 5:00 AM","Mar 18, 2023 6:00 AM",99.8
"Mar 18, 2023 6:00 AM","Mar 18, 2023 7:00 AM",103.5
"Mar 18, 2023 7:00 AM","Mar 18, 2023 8:00 AM",105.43
"Mar 18, 2023 8:00 AM","Mar 18, 2023 9:00 AM",100.74
"Mar 18, 2023 9:00 AM","Mar 18, 2023 10:00 AM",102.65
"Mar 18, 2023 10:00 AM","Mar 18, 2023 11:00 AM",97
"Mar 18, 2023 11:00 AM","Mar 18, 2023 12:00 PM",91.14
"Mar 18, 2023 12:00 PM","Mar 18, 2023 1:00 PM",84.06
"Mar 18, 2023 1:00 PM","Mar 18, 2023 2:00 PM",80.42
"Mar 18, 2023 2:00 PM","Mar 18, 2023 3:00 PM",87.52
"Mar 18, 2023 3:00 PM","Mar 18, 2023 4:00 PM",92.08
"Mar 18, 2023 4:00 PM","Mar 18, 2023 5:00 PM",104.43
"Mar 18, 2023 5:00 PM","Mar 18, 2023 6:00 PM",130.74
"Mar 18, 2023 6:00 PM","Mar 18, 2023 7:00 PM",156.95
"Mar 18, 2023 7:00 PM","Mar 18, 2023 8:00 PM",169.54
"Mar 18, 2023 8:00 PM","Mar 18, 2023 9:00 PM",144.15
"Mar 18, 2023 9:00 PM","Mar 18, 2023 10:00 PM",132.92
"Mar 18, 2023 10:00 PM","Mar 18, 2023 11:00 PM",129.95
"Mar 18, 2023 11:00 PM","Mar 19, 2023 12:00 AM",118.46
"Mar 19, 2023 12:00 AM","Mar 19, 2023 1:00 AM",110.03
"Mar 19, 2023 1:00 AM","Mar 19, 2023 2:00 AM",106
"Mar 19, 2023 2:00 AM","Mar 19, 2023 3:00 AM",99.6
"Mar 19, 2023 3:00 AM","Mar 19, 2023 4:00 AM",99.18
"Mar 19, 2023 4:00 AM","Mar 19, 2023 5:00 AM",98.74
"Mar 19, 2023 5:00 AM","Mar 19, 2023 6:00 AM",103.36
"Mar 19, 2023 6:00 AM","Mar 19, 2023 7:00 AM",100
"Mar 19, 2023 7:00 AM","Mar 19, 2023 8:00 AM",102.45
"Mar 19, 2023 8:00 AM","Mar 19, 2023 9:00 AM",101.44
"Mar 19, 2023 9:00 AM","Mar 19, 2023 10:00 AM",102.26
"Mar 19, 2023 10:00 AM","Mar 19, 2023 11:00 AM",100.41
"Mar 19, 2023 11:00 AM","Mar 19, 2023 12:00 PM",99.18
"Mar 19, 2023 12:00 PM","Mar 19, 2023 1:00 PM",97.39
"Mar 19, 2023 1:00 PM","Mar 19, 2023 2:00 PM",94.04
"Mar 19, 2023 2:00 PM","Mar 19, 2023 3:00 PM",95.01
"Mar 19, 2023 3:00 PM","Mar 19, 2023 4:00 PM",98.67
"Mar 19, 2023 4:00 PM","Mar 19, 2023 5:00 PM",106.09
"Mar 19, 2023 5:00 PM","Mar 19, 2023 6:00 PM",133.17
"Mar 19, 2023 6:00 PM","Mar 19, 2023 7:00 PM",145
"Mar 19, 2023 7:00 PM","Mar 19, 2023 8:00 PM",152.91
"Mar 19, 2023 8:00 PM","Mar 19, 2023 9:00 PM",144.71
"Mar 19, 2023 9:00 PM","Mar 19, 2023 10:00 PM",135.27
"Mar 19, 2023 10:00 PM","Mar 19, 2023 11:00 PM",132.9
"Mar 19, 2023 11:00 PM","Mar 20, 2023 12:00 AM",130
"Mar 20, 2023 12:00 AM","Mar 20, 2023 1:00 AM",124
"Mar 20, 2023 1:00 AM","Mar 20, 2023 2:00 AM",114.94
"Mar 20, 2023 2:00 AM","Mar 20, 2023 3:00 AM",113.06
"Mar 20, 2023 3:00 AM","Mar 20, 2023 4:00 AM",110.18
"Mar 20, 2023 4:00 AM","Mar 20, 2023 5:00 AM",110.25
"Mar 20, 2023 5:00 AM","Mar 20, 2023 6:00 AM",116.4
"Mar 20, 2023 6:00 AM","Mar 20, 2023 7:00 AM",135.77
"Mar 20, 2023 7:00 AM","Mar 20, 2023 8:00 AM",148.43
"Mar 20, 2023 8:00 AM","Mar 20, 2023 9:00 AM",148.51
"Mar 20, 2023 9:00 AM","Mar 20, 2023 10:00 AM",137.56
"Mar 20, 2023 10:00 AM","Mar 20, 2023 11:00 AM",122.75
"Mar 20, 2023 11:00 AM","Mar 20, 2023 12:00 PM",115.79
"Mar 20, 2023 12:00 PM","Mar 20, 2023 1:00 PM",104.59
"Mar 20, 2023 1:00 PM","Mar 20, 2023 2:00 PM",99.96
"Mar 20, 2023 2:00 PM","Mar 20, 2023 3:00 PM",101.73
"Mar 20, 2023 3:00 PM","Mar 20, 2023 4:00 PM",104.74
"Mar 20, 2023 4:00 PM","Mar 20, 2023 5:00 PM",113.83
"Mar 20, 2023 5:00 PM","Mar 20, 2023 6:00 PM",132.84
"Mar 20, 2023 6:00 PM","Mar 20, 2023 7:00 PM",150.96
"Mar 20, 2023 7:00 PM","Mar 20, 2023 8:00 PM",165.47
"Mar 20, 2023 8:00 PM","Mar 20, 2023 9:00 PM",152.36
"Mar 20, 2023 9:00 PM","Mar 20, 2023 10:00 PM",135.49
"Mar 20, 2023 10:00 PM","Mar 20, 2023 11:00 PM",127.5
"Mar 20, 2023 11:00 PM","Mar 21, 2023 12:00 AM",117.04
"Mar 21, 2023 12:00 AM","Mar 21, 2023 1:00 AM",120.79
"Mar 21, 2023 1:00 AM","Mar 21, 2023 2:00 AM",112.28
"Mar 21, 2023 2:00 AM","Mar 21, 2023 3:00 AM",111.56
"Mar 21, 2023 3:00 AM","Mar 21, 2023 4:00 AM",108.65
"Mar 21, 2023 4:00 AM","Mar 21, 2023 5:00 AM",110
"Mar 21, 2023 5:00 AM","Mar 21, 2023 6:00 AM",118.21
"Mar 21, 2023 6:00 AM","Mar 21, 2023 7:00 AM",129.81
"Mar 21, 2023 7:00 AM","Mar 21, 2023 8:00 AM",145.49
"Mar 21, 2023 8:00 AM","Mar 21, 2023 9:00 AM",143.45
"Mar 21, 2023 9:00 AM","Mar 21, 2023 10:00 AM",128.53
"Mar 21, 2023 10:00 AM","Mar 21, 2023 11:00 AM",115.01
"Mar 21, 2023 11:00 AM","Mar 21, 2023 12:00 PM",106.72
"Mar 21, 2023 12:00 PM","Mar 21, 2023 1:00 PM",101.98
"Mar 21, 2023 1:00 PM","Mar 21, 2023 2:00 PM",99.56
"Mar 21, 2023 2:00 PM","Mar 21, 2023 3:00 PM",98.67
"Mar 21, 2023 3:00 PM","Mar 21, 2023 4:00 PM",98.32
"Mar 21, 2023 4:00 PM","Mar 21, 2023 5:00 PM",101.21
"Mar 21, 2023 5:00 PM","Mar 21, 2023 6:00 PM",112.99
"Mar 21, 2023 6:00 PM","Mar 21, 2023 7:00 PM",132.08
"Mar 21, 2023 7:00 PM","Mar 21, 2023 8:00 PM",143.29
"Mar 21, 2023 8:00 PM","Mar 21, 2023 9:00 PM",125.25
"Mar 21, 2023 9:00 PM","Mar 21, 2023 10:00 PM",105.13
"Mar 21, 2023 10:00 PM","Mar 21, 2023 11:00 PM",99.69
"Mar 21, 2023 11:00 PM","Mar 22, 2023 12:00 AM",92.59
"Mar 22, 2023 12:00 AM","Mar 22, 2023 1:00 AM",77.06
"Mar 22, 2023 1:00 AM","Mar 22, 2023 2:00 AM",73.19
"Mar 22, 2023 2:00 AM","Mar 22, 2023 3:00 AM",73.5
"Mar 22, 2023 3:00 AM","Mar 22, 2023 4:00 AM",69.05
"Mar 22, 2023 4:00 AM","Mar 22, 2023 5:00 AM",66.67
"Mar 22, 2023 5:00 AM","Mar 22, 2023 6:00 AM",74.03
"Mar 22, 2023 6:00 AM","Mar 22, 2023 7:00 AM",92.03
"Mar 22, 2023 7:00 AM","Mar 22, 2023 8:00 AM",109.01
"Mar 22, 2023 8:00 AM","Mar 22, 2023 9:00 AM",110.21
"Mar 22, 2023 9:00 AM","Mar 22, 2023 10:00 AM",82.37
"Mar 22, 2023 10:00 AM","Mar 22, 2023 11:00 AM",58.35
"Mar 22, 2023 11:00 AM","Mar 22, 2023 12:00 PM",33.29
"Mar 22, 2023 12:00 PM","Mar 22, 2023 1:00 PM",22.93
"Mar 22, 2023 1:00 PM","Mar 22, 2023 2:00 PM",16.99
"Mar 22, 2023 2:00 PM","Mar 22, 2023 3:00 PM",39.43
"Mar 22, 2023 3:00 PM","Mar 22, 2023 4:00 PM",68.41
"Mar 22, 2023 4:00 PM","Mar 22, 2023 5:00 PM",81.12
"Mar 22, 2023 5:00 PM","Mar 22, 2023 6:00 PM",100.62
"Mar 22, 2023 6:00 PM","Mar 22, 2023 7:00 PM",119.25
"Mar 22, 2023 7:00 PM","Mar 22, 2023 8:00 PM",139.85
"Mar 22, 2023 8:00 PM","Mar 22, 2023 9:00 PM",125.31
"Mar 22, 2023 9:00 PM","Mar 22, 2023 10:00 PM",108.41
"Mar 22, 2023 10:00 PM","Mar 22, 2023 11:00 PM",99.9
"Mar 22, 2023 11:00 PM","Mar 23, 2023 12:00 AM",83.29
